,image,label
313,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_65366152.jpg,fear
314,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_64633357.jpg,angry
315,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_76979260.jpg,fear
316,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_56026939.jpg,happy
317,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_22487256.jpg,angry
318,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_19487387.jpg,happy
319,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_30956975.jpg,happy
320,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_53830283.jpg,surprise
321,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_51549555.jpg,neutral
322,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_94607952.jpg,surprise
323,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_15570450.jpg,happy
324,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_95603084.jpg,neutral
325,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_82410521.jpg,happy
326,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_83435749.jpg,angry
327,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_70431116.jpg,neutral
328,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_97109955.jpg,surprise
329,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_169588.jpg,happy
330,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_31569180.jpg,happy
331,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_73938122.jpg,neutral
332,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_771314.jpg,sad
333,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_65789095.jpg,neutral
334,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_65046519.jpg,angry
335,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_73384238.jpg,happy
336,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_19017924.jpg,sad
337,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_51484503.jpg,angry
338,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_67003784.jpg,sad
339,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_82229126.jpg,neutral
340,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_99654709.jpg,angry
341,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_16494943.jpg,neutral
342,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_68788841.jpg,happy
343,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_22369337.jpg,happy
344,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_38943737.jpg,surprise
345,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_46659848.jpg,happy
346,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_8760580.jpg,neutral
347,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_17137456.jpg,fear
348,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_6227314.jpg,fear
349,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_30167092.jpg,neutral
350,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_56677459.jpg,angry
351,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_13604442.jpg,fear
352,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_3505178.jpg,sad
353,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_6462147.jpg,surprise
354,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_49797589.jpg,sad
355,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_89232926.jpg,angry
356,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_7991765.jpg,sad
357,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_71314314.jpg,angry
358,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_3215425.jpg,neutral
359,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_85832847.jpg,fear
360,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_1185326.jpg,surprise
361,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_37397798.jpg,disgust
362,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_68571709.jpg,sad
363,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_34779229.jpg,surprise
364,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_57105469.jpg,fear
365,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_50465590.jpg,neutral
366,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_80732198.jpg,neutral
367,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_78033177.jpg,fear
368,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_87929279.jpg,angry
369,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_71353309.jpg,happy
370,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_60481589.jpg,neutral
371,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_21792895.jpg,happy
372,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_43519334.jpg,angry
373,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_31588747.jpg,happy
374,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_96640851.jpg,angry
375,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_33099414.jpg,disgust
376,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_20216242.jpg,neutral
377,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_5300834.jpg,angry
378,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_22262685.jpg,happy
379,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_99747835.jpg,angry
380,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_65700061.jpg,neutral
381,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_52346818.jpg,neutral
382,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_94841905.jpg,happy
383,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_55918369.jpg,angry
384,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_98895078.jpg,angry
385,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_60719881.jpg,angry
386,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_68631458.jpg,happy
387,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_31625396.jpg,angry
388,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_84817418.jpg,angry
389,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_55440744.jpg,angry
390,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_28144971.jpg,happy
391,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_25503886.jpg,fear
392,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_21849979.jpg,fear
393,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_19374494.jpg,happy
394,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_46360046.jpg,happy
395,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_73491794.jpg,sad
396,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_68490945.jpg,surprise
397,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_59757551.jpg,happy
398,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_94303347.jpg,surprise
399,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_25091675.jpg,happy
400,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_88933837.jpg,angry
401,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_71932154.jpg,fear
402,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_24604725.jpg,neutral
403,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_73928625.jpg,sad
404,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_97217688.jpg,angry
405,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_61866423.jpg,happy
406,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_28986996.jpg,happy
407,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_84448524.jpg,neutral
408,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_62167953.jpg,neutral
409,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_14987676.jpg,happy
410,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_86642449.jpg,fear
411,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_69675216.jpg,fear
412,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_37480357.jpg,angry
413,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_32617000.jpg,surprise
414,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_78679578.jpg,fear
415,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_90106899.jpg,disgust
416,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_84708610.jpg,surprise
417,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_18028099.jpg,neutral
418,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_82266807.jpg,neutral
419,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_57142212.jpg,neutral
420,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_60526782.jpg,fear
421,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_47124500.jpg,happy
422,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_28796412.jpg,happy
423,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_71243139.jpg,fear
424,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_78680187.jpg,angry
425,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_67167589.jpg,neutral
426,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_87272289.jpg,fear
427,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_34396818.jpg,happy
428,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_78996270.jpg,fear
429,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_13818528.jpg,surprise
430,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_97571317.jpg,neutral
431,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_36104390.jpg,fear
432,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_66241554.jpg,sad
433,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_86000220.jpg,happy
434,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_22296077.jpg,surprise
435,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_1269926.jpg,happy
436,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_31501611.jpg,fear
437,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_82825139.jpg,happy
438,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_55602615.jpg,fear
439,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_51581989.jpg,happy
440,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_66099010.jpg,happy
441,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_31213882.jpg,happy
442,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_99136389.jpg,happy
443,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_78546407.jpg,fear
444,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_9192788.jpg,neutral
445,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_29538396.jpg,neutral
446,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_22041162.jpg,neutral
447,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_50089994.jpg,angry
448,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_71622452.jpg,sad
449,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_78323726.jpg,sad
450,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_22975509.jpg,neutral
451,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_34831523.jpg,neutral
452,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_90401180.jpg,disgust
453,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_52868159.jpg,neutral
454,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_66464712.jpg,happy
455,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_13073205.jpg,surprise
456,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_42906621.jpg,angry
457,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_91434373.jpg,sad
